Unnamed: 0,Elevation,Longitude,Latitude,Nearest_Drainage_Distance
1725095,83.0,72.91187013736253,18.45385725455688,7.5852797662854785
1725096,175.0,72.9227479401715,18.45385725455688,6.487623520847352
1725097,165.0,72.93362574298051,18.45385725455688,5.436713409017915
1725098,112.0,72.94450354578949,18.45385725455688,4.465674681782762
1725099,238.0,72.9553813485985,18.45385725455688,3.639017994371924
1725100,224.0,72.96625915140748,18.45385725455688,3.0754605332158698
1725101,49.0,72.97713695421649,18.45385725455688,2.930915718256502
1725102,33.0,73.04240377107045,18.45385725455688,8.038221580399556
1725103,179.0,73.05328157387946,18.45385725455688,9.173627588300404
1725104,129.0,73.06415937668845,18.45385725455688,10.325390259461178
1725105,4.0,73.10767058792445,18.45385725455688,15.020142702955495
1725106,197.0,73.11854839073342,18.45385725455688,16.20623174396794
1725107,16.0,73.12942619354243,18.45385725455688,17.395258313387874
1725108,10.0,73.14030399635142,18.45385725455688,18.58665866065989
1725109,12.0,73.15118179916043,18.45385725455688,19.780003854258634
1725110,154.0,73.16205960196942,18.45385725455688,20.974961947740923
1725111,17.0,73.17293740477841,18.45385725455688,22.171272152766086
1725112,141.0,73.18381520758741,18.45385725455688,23.36872681519221
1726007,40.0,72.91187013736253,18.444730861721105,8.029960118312715
1726008,246.0,72.9227479401715,18.444730861721105,7.002360267590111
1726009,248.0,72.93362574298051,18.444730861721105,6.041658965935437
1726010,221.0,72.94450354578949,18.444730861721105,5.185175091777367
1726011,272.0,72.9553813485985,18.444730861721105,4.492910229710306
1726012,51.0,72.96625915140748,18.444730861721105,4.049968871515101
1726013,30.0,72.97713695421649,18.444730861721105,3.9413268471919305
1726014,9.0,72.9880147570255,18.444730861721105,4.193050285973939
1726015,3.0,73.02064816545246,18.444730861721105,6.420228533510839
1726016,38.0,73.04240377107045,18.444730861721105,8.459125046036025
1726017,188.0,73.05328157387946,18.444730861721105,9.544591845526927
1726018,142.0,73.06415937668845,18.444730861721105,10.656334941200406
1726019,115.0,73.08047608090195,18.444730861721105,12.357668391179988
1726020,4.0,73.09679278511543,18.444730861721105,14.086412623233262
1726021,5.0,73.12942619354243,18.444730861721105,17.59371484815992
1726022,7.0,73.14030399635142,18.444730861721105,18.77252435174226
1726023,11.0,73.15118179916043,18.444730861721105,19.954757398759806
1726024,78.0,73.16205960196942,18.444730861721105,21.13983961807782
1726025,12.0,73.17293740477841,18.444730861721105,22.3273173319343
1726026,15.0,73.18381520758741,18.444730861721105,23.51682766301519
1726913,5.0,72.91187013736253,18.435603978169954,8.571875333356077
1726914,198.0,72.9227479401715,18.43560397816995,7.6177317192215535
1726915,275.0,72.93362574298051,18.43560397816995,6.745252425934672
1726916,248.0,72.94450354578949,18.435603978169954,5.9902277052958555
1726917,284.0,72.9553813485985,18.43560397816995,5.402131945921447
1726918,70.0,72.96625915140748,18.43560397816995,5.039745538134919
1726919,14.0,72.97713695421649,18.435603978169954,4.952862257856714
1726920,6.0,72.9880147570255,18.43560397816995,5.15542994614568
1726921,38.0,73.02064816545246,18.43560397816995,7.086333442014725
1726922,31.0,73.03152596826148,18.43560397816995,7.995433118246547
1726923,64.0,73.04240377107045,18.435603978169954,8.975164832657928
1726924,109.0,73.05328157387946,18.43560397816995,10.004799884385925
1726925,131.0,73.06415937668845,18.43560397816995,11.070422828779312
1726926,177.0,73.07503717949743,18.43560397816995,12.162578115573222
1726927,149.0,73.08591498230645,18.435603978169954,13.274718646929445
1726928,3.0,73.10767058792445,18.44016748127201,15.387989651441163
1726929,4.0,73.12398729213793,18.43560397816995,17.268311488709745
1726930,6.0,73.14030399635142,18.43560397816995,19.010640645850568
1726931,10.0,73.15118179916043,18.435603978169954,20.17892787222019
1726932,53.0,73.16205960196942,18.43560397816995,21.351571518437748
1726933,11.0,73.17293740477841,18.43560397816995,22.527891301002928
1726934,13.0,73.18381520758741,18.43560397816995,23.707340014452612
1727838,4.0,72.91187013736253,18.426476604110483,9.193865435066426
1727839,19.0,72.9227479401715,18.426476604110483,8.31143498161064
1727840,169.0,72.93362574298051,18.426476604110483,7.51987667432681
1727841,304.0,72.94450354578949,18.426476604110483,6.850762210791207
1727842,292.0,72.9553813485985,18.426476604110483,6.342960229155778
1727843,214.0,72.96625915140748,18.426476604110483,6.0373131438296035
1727844,92.0,72.97713695421649,18.426476604110483,5.964977741183305
1727845,13.0,72.9880147570255,18.426476604110483,6.134213302219163
1727846,5.0,73.00433146123898,18.426476604110483,6.7946394517192115
1727847,12.0,73.02064816545246,18.426476604110483,7.827275168212955
1727848,16.0,73.04240377107045,18.426476604110483,9.570982116841009
1727849,77.0,73.05328157387946,18.426476604110483,10.542586761991362
1727850,67.0,73.06415937668845,18.426476604110483,11.558735939343238
1727851,96.0,73.07503717949743,18.426476604110483,12.608664533761202
1727852,106.0,73.08591498230645,18.426476604110483,13.684599740681021
1727853,163.0,73.09679278511543,18.426476604110483,14.780863395904918
1727854,146.0,73.11310948932893,18.426476604110483,16.454468514432254
1727855,7.0,73.14030399635142,18.426476604110483,19.299082171781446
1727856,12.0,73.16749850337392,18.426476604110483,22.189713513358047
1728749,22.0,73.12942619354243,18.421912733204863,18.32705276258847
1728792,81.0,72.9227479401715,18.41734873974985,9.065523961116655
1728793,148.0,72.93362574298051,18.41734873974985,8.345796452893135
1728794,260.0,72.94450354578949,18.417348739749844,7.74833634432934
1728795,228.0,72.9553813485985,18.41734873974985,7.303212834410008
1728796,208.0,72.96625915140748,18.41734873974985,7.039383725348182
1728797,182.0,72.97713695421649,18.417348739749844,6.977444567236807
1728798,109.0,72.9880147570255,18.41734873974985,7.122664253856255
1728799,22.0,72.99889255983447,18.41734873974985,7.462959425429752
1728800,10.0,73.00977036264348,18.417348739749844,7.973392291003604
1728801,15.0,73.02790003399181,18.420391415668515,8.865125788037972
1728802,44.0,73.04240377107045,18.417348739749844,10.232666901494476
1728803,128.0,73.05328157387946,18.41734873974985,11.146744317071
1728804,94.0,73.06415937668845,18.41734873974985,12.112313971801761
1728805,133.0,73.07503717949743,18.41734873974985,13.118010312580438
1728806,145.0,73.08591498230645,18.417348739749844,14.155283229193868
1728807,202.0,73.09679278511543,18.41734873974985,15.21767708832202
1728808,158.0,73.10767058792445,18.41734873974985,16.300280750909646
1728809,192.0,73.11854839073342,18.417348739749844,17.399322201756412
1728810,9.0,73.14030399635142,18.41734873974985,19.63563968678412
1728811,10.0,73.15118179916043,18.417348739749844,20.768799151993015
1728812,13.0,73.16205960196942,18.41734873974985,21.909894898207707
1728813,19.0,73.17293740477841,18.41734873974985,23.05774868917929
1728814,13.0,73.18381520758741,18.41734873974985,24.21139935452744
1729732,157.0,72.92274794017152,18.40822038529525,9.866178932868703
1729733,232.0,72.93362574298051,18.40822038529525,9.209238865342995
1729734,231.0,72.9445035457895,18.40822038529525,8.671474969729983
1729735,147.0,72.95538134859851,18.40822038529525,8.276151264356187
1729736,114.0,72.96625915140748,18.40822038529525,8.044295200856142
1729737,203.0,72.97713695421648,18.40822038529525,7.990149856834413
1729738,228.0,72.9880147570255,18.40822038529525,8.11727220924505
1729739,192.0,72.99889255983449,18.40822038529525,8.417453619203345
1729740,19.0,73.00977036264347,18.40822038529525,8.873147506495812
1729741,20.0,73.02064816545247,18.40822038529525,9.461911637761082
1729742,18.0,73.03152596826146,18.40822038529525,10.160639789781952
1729743,19.0,73.04240377107047,18.40822038529525,10.948298222224926
1729744,34.0,73.05328157387946,18.40822038529525,11.807102562270517
1729745,77.0,73.06415937668847,18.40822038529525,12.72265348885034
1729746,152.0,73.07503717949744,18.40822038529525,13.683565200883214
1729747,211.0,73.08591498230645,18.40822038529525,14.680933394866502
1729748,219.0,73.09679278511544,18.40822038529525,15.707815188953044
1729749,237.0,73.10767058792443,18.40822038529525,16.758786191256497
1729750,222.0,73.11854839073344,18.40822038529525,17.829587071112815
1729751,204.0,73.12942619354243,18.40822038529525,18.916850678076376
1729752,13.0,73.14030399635142,18.40822038529525,20.017894693374526
1729753,11.0,73.15118179916041,18.40822038529525,21.13056507198928
1729754,16.0,73.16205960196942,18.40822038529525,22.2531179050561
1729755,35.0,73.17293740477841,18.40822038529525,23.384130017154146
1729756,136.0,73.18381520758741,18.40822038529525,24.522430971464313
