longitude,latitude
68.28784614980721,23.896158957184145
68.24591828876964,23.686152252044067
68.56576777402853,23.758106875769165
68.28907933569666,23.5888435295662
68.38442421648853,23.461449161930318
68.40546263113978,23.42436875503676
68.43272906194966,23.51184709004383
68.52437220321254,23.333057092252265
68.56151643947807,23.32564109877784
69.11899931789922,22.886952961748772
69.18706891388652,22.843595926235707
69.87581608852719,22.869682360045505
69.53234064234378,22.7869677264076
69.60488747896073,22.79373993474673
69.57567943633732,22.80006635523785
69.04169596367733,22.945880750594345
69.55689150108351,22.77075293210299
69.5699249360439,22.76952267787065
69.59980050771682,22.75808892134118
69.65149844247759,22.751486045324796
69.95458424604469,22.600089417594297
69.98302553834958,22.54884716379397
69.9711181303644,22.571192821683784
69.95984793038308,22.540872028605484
69.94559959897244,22.54405644251171
69.40144929809665,22.5296633710133
69.93810345954236,22.52343336538076
69.90165403008847,22.527428519272366
69.33496255800279,22.51602388435035
69.72429791381646,22.46647963864457
69.31606448936306,22.460142745953203
69.29578181178957,22.464768815193114
69.71115603507062,22.44820293660651
69.1144938703778,22.456874258543763
69.92739400328144,22.487625783126102
69.61498199262705,22.436281851644114
69.47937802159177,22.39171875430962
69.80132753884966,22.39274362592569
69.5245218742264,22.405233679369257
69.33181616162412,22.38206806994222
69.1938290825973,22.37028819619251
69.08040298249826,22.414441561397226
69.54087051547175,22.363502229406052
69.44493508795725,22.35532990896048
69.56882139377078,22.34846681363165
69.3347096380019,22.325380076897364
69.35102506121434,22.326142517293338
69.32626961089721,22.299434319670812
69.42773478806112,22.30722635000251
69.71369516396524,22.382802374934094
69.43497334920855,22.304774484074212
69.1824154707861,22.25757691278339
69.41597573218381,21.87962418423578
69.41025190257301,21.877577826656744
69.15082591605369,22.069451736252226
69.64662974361013,21.581827359283967
69.99184956359413,21.21699002351534
70.4361106252818,23.15564372714008
70.42230616823495,23.02161889028834
70.55993410189325,23.004855193366424
70.10683010315562,22.928754852389613
70.53320765951203,22.924189698007734
70.53032144920742,22.916527991000656
70.13106117747108,22.97107914665869
70.38409128175236,22.82415286057953
70.19844081690738,22.612419792843557
70.01568858096992,22.57579218747082
70.04433613840405,22.535421877836274
70.14492128801938,22.564875787747123
72.94429454659425,22.306261162321228
72.92443539816864,22.296492919392133
72.92388171864063,22.256736339259767
72.5910623152445,22.277934036143243
72.8529872005362,22.19830866126137
72.3243959418064,22.30934159251157
72.32151609683487,22.071019143895615
72.13678001894455,22.0407852300276
72.14090773202308,22.039454371689338
72.14482482176683,22.03880586671695
72.15183385400947,22.033085251334658
72.15896606445312,22.028690338134766
72.15603022741087,22.024828258627046
72.1651121536839,22.022640890714936
72.16242719452352,22.01715066243604
72.18796015133341,22.081062522887112
72.60672247637586,22.109212146518683
72.10158689692335,21.93553914734294
72.18125266249858,21.90779125878091
72.10329162606362,21.964813671687804
72.03946152762038,21.85023856369952
71.98367473425157,21.84366303545936
72.17882316249893,21.83630816231713
72.01440821773616,21.835634583494446
72.36504272884646,21.921912061302482
72.03321961409864,21.808635419163373
72.07573324088357,21.85834973285672
72.57996603503518,21.77404561173143
72.67419670804794,21.902965477606347
72.91409599301113,21.66721587174344
72.57817987343597,21.652866123368856
72.58078938944149,21.619611171525964
72.35312616394022,21.599733919287907
72.69851026745297,21.618997664227916
72.74243805169253,21.552437374876433
72.66504342662441,21.481143006088487
72.64747888153488,21.46476145757909
72.65832534024761,21.458652707861983
72.76017525673518,21.450311963962125
72.75783312177641,21.621874132620203
72.79137770173017,21.419645308993214
72.62585235351044,21.333770472675386
72.17137845336057,21.568871393833753
72.10001457892282,21.294712886363563
72.63299474909358,21.275054842318298
72.68654209489453,21.353636349803946
72.66083530273863,21.19417063418812
72.67902338198128,21.161587718343068
72.67355817353335,21.161382842752744
72.65368564889735,21.15190838753591
72.67675162942585,21.144009647207557
72.64495683264059,21.137512703386125
72.63984080565244,21.172857772233424
72.70471583008418,21.133930716265628
72.67139188349437,21.128991355582272
72.68901617515732,21.122836687539845
72.74259123190596,21.100813557519896
72.65004467736865,21.116582843023238
72.63668202651812,21.086063247709337
72.82118216654509,21.05283911066689
72.77090509230351,21.12826268049104
72.81986084441623,21.044175968203504
72.8285536490251,21.042647933891935
71.9535983376106,21.14819066941251
72.86526228728985,21.04126379549707
72.30229470735782,21.063801018761605
71.74621706600271,21.03281464040604
71.61923250452521,20.97802440165825
71.52314612569785,20.955636526989785
71.57021883152146,20.957475829089834
72.86351777800547,20.970355290966005
72.7679336910252,21.011744595258065
71.57318854407723,20.987050505315157
71.51349771133022,20.905002547103106
71.34858018326057,20.866334671909737
72.91865381730061,20.796835640606353
72.90576738291911,20.790531666755395
71.19191588799399,20.798567628069048
71.15097430156025,20.771770375718017
70.34445530520793,20.934432746502523
72.87286090778665,20.84201438040829
70.6587851533273,20.770638243485916
70.64239941335286,20.76570457964782
71.13127410073443,20.77226796732002
71.14557280049002,20.7581371059208
72.93549032517436,20.756989720020908
72.97573971232312,20.74116602362255
72.96785799400593,20.75208367497414
70.91514046268277,20.74813364968077
71.08125658702892,20.751912541746343
70.99428230735951,20.73303851897032
70.93182726599294,20.71470165168628
70.79144985017233,20.72485536930282
72.89651856196309,20.650316699011228
72.9009394249677,20.652806497557815
72.89992698809239,20.511189834508617
72.84190777332957,20.412642610865877
72.7692170159768,20.247521924624362
72.72120237335838,20.063592491488556
88.039213586392,22.235473764195827
88.11452534252315,21.99435067829683
88.72396747559876,22.06559307886285
88.6496321730531,22.153869029823774
88.7809506110591,22.063823261492047
88.75725852910416,21.942525977425877
88.8062149510283,21.9515878990015
88.51347764784741,21.92489837138625
88.12521222685216,21.916983825100676
88.96791826610216,21.98480976788084
88.10156891552123,21.90096920231902
88.48202284954522,21.899584069304023
88.56844425102048,21.893922816175444
88.64275048136473,21.89476675261358
88.76179972419031,21.900668623223826
88.81979198142024,21.880474256882767
88.0952427994233,21.87788760015159
88.50459692954794,21.93935047002176
88.17668695802529,21.84728475771393
88.55976209751947,21.85278415304553
88.4745492386475,21.812111510570073
88.5933708928232,21.81858075054311
88.38918693719211,21.924815048157487
88.03848586188852,22.034277147144387
88.43644667941138,21.84318231082976
88.62340676783586,21.84005868509714
88.16853517206525,22.050182616644726
88.1770272652563,21.787901161867694
88.98219028237662,21.832907188033662
88.2695127565239,21.78290753692988
88.30269741877532,21.817674461989586
88.90507037459834,21.847315956325968
88.80676658673212,21.780204121879297
88.20072706436994,21.74569430429763
