,Elevation,Longitude,Latitude
1728792,81.0,72.9227479401715,18.41734873974985
1728793,148.0,72.93362574298051,18.41734873974985
1728794,260.0,72.94450354578949,18.417348739749844
1728795,228.0,72.9553813485985,18.41734873974985
1728796,208.0,72.96625915140748,18.41734873974985
1728797,182.0,72.97713695421649,18.417348739749844
1728798,109.0,72.9880147570255,18.41734873974985
1728799,22.0,72.99889255983447,18.41734873974985
1728800,10.0,73.00977036264348,18.417348739749844
1728801,15.0,73.02790003399181,18.420391415668515
1728802,44.0,73.04240377107045,18.417348739749844
1728803,128.0,73.05328157387946,18.41734873974985
1728804,94.0,73.06415937668845,18.41734873974985
1728805,133.0,73.07503717949743,18.41734873974985
1728806,145.0,73.08591498230645,18.417348739749844
1728807,202.0,73.09679278511543,18.41734873974985
1728808,158.0,73.10767058792445,18.41734873974985
1728809,192.0,73.11854839073342,18.417348739749844
1728810,9.0,73.14030399635142,18.41734873974985
1728811,10.0,73.15118179916043,18.417348739749844
1728812,13.0,73.16205960196942,18.41734873974985
1728813,19.0,73.17293740477841,18.41734873974985
1728814,13.0,73.18381520758741,18.41734873974985
1729732,157.0,72.92274794017152,18.408220385295255
1729733,232.0,72.93362574298051,18.408220385295255
1729734,231.0,72.9445035457895,18.408220385295255
1729735,147.0,72.95538134859851,18.408220385295255
1729736,114.0,72.96625915140748,18.408220385295255
1729737,203.0,72.97713695421648,18.408220385295255
1729738,228.0,72.9880147570255,18.408220385295255
1729739,192.0,72.99889255983449,18.408220385295255
1729740,19.0,73.00977036264347,18.408220385295255
1729741,20.0,73.02064816545247,18.408220385295255
1729742,18.0,73.03152596826146,18.408220385295255
1729743,19.0,73.04240377107047,18.408220385295255
1729744,34.0,73.05328157387946,18.408220385295255
1729745,77.0,73.06415937668847,18.408220385295255
1729746,152.0,73.07503717949744,18.408220385295255
1729747,211.0,73.08591498230645,18.408220385295255
1729748,219.0,73.09679278511544,18.408220385295255
1729749,237.0,73.10767058792443,18.408220385295255
1729750,222.0,73.11854839073344,18.408220385295255
1729751,204.0,73.12942619354243,18.408220385295255
1729752,13.0,73.14030399635142,18.408220385295255
1729753,11.0,73.15118179916041,18.408220385295255
1729754,16.0,73.16205960196942,18.408220385295255
1729755,35.0,73.17293740477841,18.408220385295255
1729756,136.0,73.18381520758741,18.408220385295255
1730653,64.0,72.9227479401715,18.399091540953968
1730654,144.0,72.93362574298051,18.399091540953968
1730655,138.0,72.94450354578949,18.399091540953968
1730656,64.0,72.9553813485985,18.399091540953968
1730657,40.0,72.96625915140748,18.399091540953968
1730658,147.0,72.97713695421649,18.399091540953968
1730659,108.0,72.9880147570255,18.399091540953968
1730660,240.0,72.99889255983447,18.399091540953968
1730661,196.0,73.00977036264348,18.399091540953968
1730662,29.0,73.02064816545246,18.399091540953968
1730663,137.0,73.04240377107045,18.399091540953968
1730664,38.0,73.05328157387946,18.399091540953968
1730665,58.0,73.06415937668845,18.399091540953968
1730666,78.0,73.07503717949743,18.399091540953968
1730667,164.0,73.08591498230645,18.399091540953968
1730668,173.0,73.09679278511543,18.399091540953968
1730669,163.0,73.10767058792445,18.399091540953968
1730670,245.0,73.11854839073342,18.399091540953968
1730671,256.0,73.12942619354243,18.399091540953968
1730672,54.0,73.14030399635142,18.399091540953968
1730673,15.0,73.15118179916043,18.399091540953968
1730674,18.0,73.16205960196942,18.399091540953968
1730675,190.0,73.17293740477841,18.399091540953968
1730676,286.0,73.18381520758741,18.399091540953968
1731523,43.0,73.03152596826148,18.3945269351406
1731572,4.0,72.9227479401715,18.389962206933316
1731573,7.0,72.93362574298051,18.389962206933316
1731574,69.0,72.94450354578949,18.38996220693332
1731575,10.0,72.9553813485985,18.389962206933316
1731576,61.0,72.96625915140748,18.389962206933316
1731577,32.0,72.97713695421649,18.38996220693332
1731578,48.0,72.9880147570255,18.389962206933316
1731579,164.0,72.99889255983447,18.389962206933316
1731580,331.0,73.00977036264348,18.38996220693332
1731581,84.0,73.02064816545246,18.389962206933316
1731582,185.0,73.04240377107045,18.38996220693332
1731583,95.0,73.05328157387946,18.389962206933316
1731584,141.0,73.06415937668845,18.389962206933316
1731585,124.0,73.07503717949743,18.389962206933316
1731586,213.0,73.08591498230645,18.38996220693332
1731587,151.0,73.09679278511543,18.389962206933316
1731588,107.0,73.10767058792445,18.389962206933316
1731589,120.0,73.11854839073342,18.38996220693332
1731590,189.0,73.12942619354243,18.389962206933316
1731591,180.0,73.14030399635142,18.389962206933316
1731592,20.0,73.15118179916043,18.38996220693332
1731593,21.0,73.16205960196942,18.389962206933316
1731594,258.0,73.17293740477841,18.389962206933316
1731595,249.0,73.18381520758741,18.389962206933316
1732462,2.0,72.93362574298051,18.38083238344069
1732463,1.0,72.94450354578949,18.38083238344069
1732464,6.0,72.9553813485985,18.38083238344069
1732465,67.0,72.96625915140748,18.38083238344069
1732466,22.0,72.97713695421649,18.38083238344069
1732467,67.0,72.9880147570255,18.38083238344069
1732468,176.0,72.99889255983447,18.38083238344069
1732469,355.0,73.00977036264348,18.38083238344069
1732470,209.0,73.02064816545246,18.38083238344069
1732471,71.0,73.03152596826148,18.38083238344069
1732472,88.0,73.04240377107045,18.38083238344069
1732473,228.0,73.05328157387946,18.38083238344069
1732474,329.0,73.06415937668845,18.38083238344069
1732475,243.0,73.07503717949743,18.38083238344069
1732476,258.0,73.08591498230645,18.38083238344069
1732477,87.0,73.09679278511543,18.38083238344069
1732478,97.0,73.11310948932893,18.38083238344069
1732479,148.0,73.12942619354243,18.38083238344069
1732480,267.0,73.14030399635142,18.38083238344069
1732481,172.0,73.15118179916043,18.38083238344069
1732482,93.0,73.16205960196942,18.38083238344069
1732483,210.0,73.17293740477841,18.38083238344069
1732484,279.0,73.18381520758741,18.38083238344069
1733362,1.0,72.93362574298051,18.371702070683547
1733363,3.0,72.949942447194,18.371702070683547
1733364,22.0,72.96625915140748,18.371702070683547
1733365,20.0,72.97713695421649,18.371702070683547
1733366,24.0,72.9880147570255,18.371702070683547
1733367,85.0,72.99889255983447,18.371702070683547
1733368,321.0,73.00977036264348,18.371702070683547
1733369,318.0,73.02064816545246,18.371702070683547
1733370,169.0,73.03152596826148,18.371702070683547
1733371,121.0,73.04240377107045,18.371702070683547
1733372,279.0,73.05872047528396,18.371702070683547
1733373,303.0,73.07503717949743,18.371702070683547
1733374,162.0,73.08591498230645,18.371702070683547
1733375,75.0,73.09679278511543,18.371702070683547
1733376,74.0,73.10767058792445,18.371702070683547
1733377,83.0,73.11854839073342,18.371702070683547
1733378,116.0,73.12942619354243,18.371702070683547
1733379,211.0,73.14030399635142,18.371702070683547
1733380,248.0,73.15118179916043,18.371702070683547
1733381,239.0,73.16205960196942,18.371702070683547
1733382,256.0,73.17293740477841,18.371702070683547
1733383,245.0,73.18381520758741,18.371702070683547
1734271,5.0,72.9227479401715,18.362571268869402
1734272,3.0,72.93362574298051,18.362571268869402
1734273,10.0,72.94450354578949,18.362571268869402
1734274,25.0,72.9553813485985,18.362571268869402
1734275,20.0,72.96625915140748,18.362571268869402
1734276,47.0,72.97713695421649,18.362571268869402
1734277,31.0,72.9880147570255,18.362571268869402
1734278,73.0,72.99889255983447,18.362571268869402
1734279,294.0,73.00977036264348,18.362571268869402
1734280,356.0,73.02064816545246,18.362571268869402
1734281,293.0,73.03152596826148,18.362571268869402
1734282,204.0,73.04240377107045,18.362571268869402
1734283,266.0,73.05328157387946,18.362571268869402
1734284,263.0,73.06415937668845,18.362571268869402
1734285,278.0,73.07503717949743,18.362571268869402
1734286,140.0,73.08591498230645,18.362571268869402
1734287,90.0,73.09679278511543,18.362571268869402
1734288,107.0,73.10767058792445,18.362571268869402
1734289,65.0,73.12942619354243,18.362571268869402
1734290,57.0,73.14030399635142,18.362571268869402
1734291,240.0,73.15118179916043,18.362571268869402
1734292,247.0,73.16205960196942,18.362571268869402
1734293,207.0,73.17293740477841,18.362571268869402
1734294,204.0,73.18381520758741,18.362571268869402
1735156,57.0,73.11854839073344,18.358005684630818
1735191,81.0,72.92274794017152,18.353439978205838
1735192,21.0,72.93362574298051,18.353439978205838
1735193,57.0,72.9445035457895,18.353439978205838
1735194,109.0,72.95538134859851,18.353439978205838
1735195,229.0,72.96625915140748,18.353439978205838
1735196,132.0,72.97713695421648,18.353439978205838
1735197,121.0,72.9880147570255,18.353439978205838
1735198,188.0,72.99889255983449,18.353439978205838
1735199,260.0,73.00977036264347,18.353439978205838
1735200,335.0,73.02064816545247,18.353439978205838
1735201,318.0,73.03152596826146,18.353439978205838
1735202,303.0,73.04240377107047,18.353439978205838
1735203,241.0,73.05328157387946,18.353439978205838
1735204,275.0,73.06415937668847,18.353439978205838
1735205,172.0,73.07503717949744,18.353439978205838
1735206,39.0,73.08591498230645,18.353439978205838
1735207,89.0,73.09679278511544,18.353439978205838
1735208,100.0,73.10767058792443,18.353439978205838
1735209,39.0,73.12942619354243,18.353439978205838
1735210,124.0,73.14030399635142,18.353439978205838
1735211,197.0,73.15118179916041,18.353439978205838
1735212,229.0,73.16205960196942,18.353439978205838
1735213,192.0,73.17293740477841,18.353439978205838
1735214,214.0,73.18381520758741,18.353439978205838
1736115,30.0,72.9227479401715,18.344308198900485
1736116,10.0,72.94450354578949,18.344308198900485
1736117,73.0,72.9553813485985,18.344308198900485
1736118,177.0,72.96625915140748,18.344308198900485
1736119,199.0,72.97713695421649,18.344308198900485
1736120,162.0,72.9880147570255,18.344308198900485
1736121,148.0,72.99889255983447,18.344308198900485
1736122,257.0,73.00977036264348,18.344308198900485
1736123,280.0,73.02064816545246,18.344308198900485
1736124,281.0,73.03152596826148,18.344308198900485
1736125,282.0,73.04240377107045,18.344308198900485
1736126,194.0,73.05328157387946,18.344308198900485
1736127,245.0,73.06415937668845,18.344308198900485
1736128,190.0,73.07503717949743,18.344308198900485
1736129,38.0,73.08591498230645,18.344308198900485
1736130,23.0,73.09679278511543,18.344308198900485
1736131,52.0,73.10767058792445,18.344308198900485
1736132,61.0,73.11854839073342,18.344308198900485
1736133,21.0,73.12942619354243,18.344308198900485
1736134,117.0,73.14030399635142,18.344308198900485
1736135,224.0,73.15118179916043,18.344308198900485
1736136,200.0,73.16205960196942,18.344308198900485
1736137,231.0,73.17293740477841,18.344308198900485
1736138,181.0,73.1892541089919,18.344308198900485
1737033,99.0,72.96625915140748,18.335175931161068
1737034,5.0,72.97713695421649,18.335175931161068
1737035,3.0,72.9880147570255,18.335175931161068
1737036,5.0,72.99889255983447,18.335175931161068
1737037,199.0,73.00977036264348,18.335175931161068
1737038,148.0,73.02064816545246,18.335175931161068
1737039,235.0,73.03152596826148,18.335175931161068
1737040,200.0,73.04240377107045,18.335175931161068
1737041,78.0,73.05328157387946,18.335175931161068
1737042,166.0,73.06415937668845,18.335175931161068
1737043,261.0,73.07503717949743,18.335175931161068
1737044,115.0,73.08591498230645,18.335175931161068
1737045,2.0,73.09679278511543,18.335175931161068
1737046,12.0,73.10767058792445,18.335175931161068
1737047,29.0,73.11854839073342,18.335175931161068
1737048,27.0,73.12942619354243,18.335175931161068
1737049,71.0,73.14030399635142,18.335175931161068
1737050,28.0,73.15118179916043,18.335175931161068
1737051,64.0,73.16205960196942,18.335175931161068
1737052,102.0,73.17293740477841,18.335175931161068
1737053,242.0,73.18381520758741,18.335175931161068
1737946,13.0,72.96625915140748,18.326043175195334
1737947,3.0,72.97713695421649,18.326043175195334
1737948,2.0,72.9880147570255,18.326043175195334
1737949,7.0,72.99889255983447,18.326043175195334
1737950,115.0,73.00977036264348,18.326043175195334
1737951,223.0,73.02064816545246,18.326043175195334
1737952,278.0,73.03152596826148,18.326043175195334
1737953,219.0,73.04240377107045,18.326043175195334
1737954,69.0,73.05328157387946,18.326043175195334
1737955,122.0,73.06415937668845,18.326043175195334
1737956,209.0,73.07503717949743,18.326043175195334
1737957,2.0,73.08591498230645,18.326043175195334
1737958,1.0,73.10223168651994,18.326043175195334
1737959,2.0,73.11854839073342,18.326043175195334
1737960,28.0,73.12942619354243,18.326043175195334
1737961,75.0,73.14030399635142,18.326043175195334
1737962,105.0,73.15118179916043,18.326043175195334
1737963,152.0,73.16205960196942,18.326043175195334
1737964,150.0,73.17293740477841,18.326043175195334
1737965,185.0,73.18381520758741,18.326043175195334
1738828,12.0,72.96625915140748,18.316909931211114
1738829,1.0,72.98257585562098,18.316909931211114
1738830,8.0,72.99889255983447,18.316909931211114
1738831,193.0,73.00977036264348,18.316909931211114
1738832,302.0,73.02064816545246,18.316909931211114
1738833,290.0,73.03152596826148,18.316909931211114
1738834,186.0,73.04240377107045,18.316909931211114
1738835,37.0,73.05328157387946,18.316909931211114
1738836,199.0,73.06415937668845,18.316909931211114
1738837,161.0,73.07503717949743,18.316909931211114
1738838,8.0,73.09679278511543,18.316909931211114
1738839,4.0,73.10767058792445,18.316909931211114
1738840,36.0,73.11854839073342,18.316909931211114
1738841,12.0,73.12942619354243,18.316909931211114
1738842,56.0,73.14030399635142,18.316909931211114
1738843,113.0,73.15118179916043,18.316909931211114
1738844,124.0,73.16205960196942,18.316909931211114
1738845,151.0,73.17293740477841,18.316909931211114
1738846,183.0,73.18381520758741,18.316909931211114
1739729,38.0,72.97713695421649,18.307776199416317
1739730,7.0,72.9880147570255,18.307776199416317
1739731,75.0,72.99889255983447,18.307776199416317
1739732,134.0,73.00977036264348,18.307776199416317
1739733,202.0,73.02064816545246,18.307776199416317
1739734,276.0,73.03152596826148,18.307776199416317
1739735,127.0,73.04240377107045,18.307776199416317
1739736,45.0,73.05328157387946,18.307776199416317
1739737,126.0,73.06415937668845,18.307776199416317
1739738,204.0,73.09679278511543,18.307776199416317
1739739,312.0,73.10767058792445,18.307776199416317
1739740,127.0,73.11854839073342,18.307776199416317
1739741,19.0,73.12942619354243,18.307776199416317
1739742,22.0,73.14030399635142,18.307776199416317
1739743,28.0,73.15118179916043,18.307776199416317
1739744,34.0,73.16205960196942,18.307776199416317
1739745,122.0,73.17293740477841,18.307776199416317
1739746,156.0,73.18381520758741,18.307776199416317
1740625,34.0,72.9880147570255,18.298641980018868
1740626,145.0,72.99889255983449,18.298641980018868
1740627,196.0,73.00977036264347,18.298641980018868
1740628,183.0,73.02064816545247,18.298641980018868
1740629,208.0,73.03152596826146,18.298641980018868
1740630,3.0,73.05328157387946,18.298641980018868
1740631,-1.0,73.08591498230645,18.298641980018868
1740632,128.0,73.09679278511544,18.298641980018868
1740633,192.0,73.10767058792443,18.298641980018868
1740634,271.0,73.11854839073344,18.298641980018868
1740635,186.0,73.12942619354243,18.298641980018868
1740636,98.0,73.14030399635142,18.298641980018868
1740637,108.0,73.15118179916041,18.298641980018868
1740638,116.0,73.16205960196942,18.298641980018868
1740639,72.0,73.17293740477841,18.298641980018868
1740640,92.0,73.18381520758741,18.298641980018868
1741533,87.0,72.99889255983447,18.289507273226796
1741534,82.0,73.00977036264348,18.289507273226796
1741535,89.0,73.02064816545246,18.289507273226796
1741536,122.0,73.03152596826148,18.289507273226796
1741537,12.0,73.05328157387946,18.289507273226796
1741538,20.0,73.06415937668845,18.289507273226796
1741539,1.0,73.08047608090195,18.289507273226796
1741540,17.0,73.09679278511543,18.289507273226796
1741541,83.0,73.10767058792445,18.289507273226796
1741542,272.0,73.11854839073342,18.289507273226796
1741543,212.0,73.12942619354243,18.289507273226796
1741544,120.0,73.14030399635142,18.289507273226796
1741545,126.0,73.15118179916043,18.289507273226796
1741546,110.0,73.16205960196942,18.289507273226796
1741547,116.0,73.17293740477841,18.289507273226796
1741548,128.0,73.18381520758741,18.289507273226796
1742433,7.0,72.99889255983447,18.28037207924819
1742434,2.0,73.00977036264348,18.28037207924819
1742435,3.0,73.02064816545246,18.28037207924819
1742436,93.0,73.03152596826148,18.28037207924819
1742437,64.0,73.04240377107045,18.28037207924819
1742438,1.0,73.05328157387946,18.28037207924819
1742439,24.0,73.06415937668845,18.28037207924819
1742440,47.0,73.07503717949743,18.28037207924819
1742441,43.0,73.08591498230645,18.28037207924819
1742442,3.0,73.09679278511543,18.28037207924819
1742443,93.0,73.10767058792445,18.28037207924819
1742444,98.0,73.11854839073342,18.28037207924819
1742445,52.0,73.12942619354243,18.28037207924819
1742446,102.0,73.14030399635142,18.28037207924819
1742447,129.0,73.15118179916043,18.28037207924819
1742448,71.0,73.16205960196942,18.28037207924819
1742449,61.0,73.17293740477841,18.28037207924819
1742450,122.0,73.18381520758741,18.28037207924819
1743342,1.0,73.02064816545246,18.27123639829118
1743343,36.0,73.03152596826148,18.27123639829118
1743344,96.0,73.04240377107045,18.271236398291176
1743345,1.0,73.06415937668845,18.27123639829118
1743346,16.0,73.07503717949743,18.27123639829118
1743347,51.0,73.10767058792445,18.27123639829118
1743348,41.0,73.11854839073342,18.271236398291176
1743349,40.0,73.12942619354243,18.27123639829118
1743350,52.0,73.14030399635142,18.27123639829118
1743351,100.0,73.17293740477841,18.27123639829118
1743352,126.0,73.18381520758741,18.27123639829118
1744207,153.0,73.08591498230645,18.26666837526082
1744242,113.0,72.9553813485985,18.262100230563956
1744243,57.0,72.96625915140748,18.262100230563956
1744244,2.0,73.03152596826148,18.262100230563956
1744245,44.0,73.04240377107045,18.26210023056396
1744246,1.0,73.07503717949743,18.262100230563956
1744247,65.0,73.16205960196942,18.262100230563956
1744248,130.0,73.18381520758741,18.262100230563956
1745096,36.0,73.10948355505924,18.262100230563956
1745101,44.0,73.15118179916043,18.26392750304101
1745128,74.0,72.9553813485985,18.252963576274798
1745129,125.0,72.96625915140748,18.252963576274798
1745130,0.0,73.07503717949743,18.252963576274798
1745131,25.0,73.08591498230645,18.252963576274798
1745132,70.0,73.09679278511543,18.252963576274798
1745133,65.0,73.11854839073342,18.252963576274798
1745134,115.0,73.12942619354243,18.252963576274798
1745135,55.0,73.14030399635142,18.252963576274798
1745136,92.0,73.16931147050875,18.25600918175409
1745137,136.0,73.18381520758741,18.252963576274798
1746013,7.0,72.95538134859851,18.24382643563203
1746014,4.0,72.96625915140748,18.24382643563203
1746015,2.0,72.97713695421648,18.24382643563203
1746016,56.0,73.07503717949744,18.24382643563203
1746017,71.0,73.08591498230645,18.24382643563203
1746018,204.0,73.09679278511544,18.24382643563203
1746019,126.0,73.10767058792443,18.24382643563203
1746020,179.0,73.11854839073344,18.24382643563203
1746021,181.0,73.12942619354243,18.24382643563203
1746022,90.0,73.14030399635142,18.24382643563203
1746023,75.0,73.17293740477841,18.24382643563203
1746024,109.0,73.18381520758741,18.24382643563203
1746911,146.0,72.9553813485985,18.23468880884403
1746912,163.0,72.96625915140748,18.23468880884403
1746913,34.0,72.97713695421649,18.234688808844027
1746914,4.0,72.9880147570255,18.23468880884403
1746915,25.0,72.99889255983447,18.23468880884403
1746916,38.0,73.00977036264348,18.234688808844027
1746917,2.0,73.02064816545246,18.23468880884403
1746918,5.0,73.08591498230645,18.234688808844027
1746919,97.0,73.09679278511543,18.23468880884403
1746920,195.0,73.10767058792445,18.23468880884403
1746921,188.0,73.11854839073342,18.234688808844027
1746922,201.0,73.12942619354243,18.23468880884403
1746923,103.0,73.14030399635142,18.23468880884403
1746924,67.0,73.17293740477841,18.23468880884403
1746925,104.0,73.18381520758741,18.23468880884403
1747757,49.0,73.15770848084581,18.236516373083248
1747806,99.0,72.9553813485985,18.225550696119267
1747807,173.0,72.96625915140748,18.225550696119267
1747808,135.0,72.97713695421649,18.225550696119264
1747809,30.0,72.9880147570255,18.225550696119267
1747810,130.0,72.99889255983447,18.225550696119267
1747811,176.0,73.00977036264348,18.225550696119264
1747812,164.0,73.02064816545246,18.225550696119267
1747813,52.0,73.03152596826148,18.225550696119267
1747814,2.0,73.04240377107045,18.225550696119264
1747815,-6.0,73.08591498230645,18.225550696119264
1747816,37.0,73.09679278511543,18.225550696119267
1747817,73.0,73.10767058792445,18.225550696119267
1747818,126.0,73.11854839073342,18.225550696119264
1747819,233.0,73.12942619354243,18.225550696119267
1747820,213.0,73.14030399635142,18.225550696119267
1747821,61.0,73.15118179916043,18.225550696119264
1747822,99.0,73.17293740477841,18.225550696119267
1747823,145.0,73.18381520758741,18.225550696119267
1748665,196.0,72.96625915140748,18.216412097666236
1748666,198.0,72.97713695421649,18.21641209766624
1748667,75.0,72.9880147570255,18.216412097666236
1748668,135.0,72.99889255983447,18.216412097666236
1748669,151.0,73.00977036264348,18.21641209766624
1748670,179.0,73.02064816545246,18.216412097666236
1748671,187.0,73.03152596826148,18.216412097666236
1748672,33.0,73.04240377107045,18.21641209766624
1748673,5.0,73.08591498230645,18.21641209766624
1748674,22.0,73.09679278511543,18.216412097666236
1748675,77.0,73.10767058792445,18.216412097666236
1748676,144.0,73.11854839073342,18.21641209766624
1748677,218.0,73.12942619354243,18.216412097666236
1748678,191.0,73.14030399635142,18.216412097666236
1748679,112.0,73.15118179916043,18.21641209766624
1748680,113.0,73.16205960196942,18.216412097666236
1748681,184.0,73.17293740477841,18.216412097666236
1748682,141.0,73.1892541089919,18.216412097666236
1749537,138.0,72.97713695421649,18.207273013693523
1749538,46.0,72.9880147570255,18.207273013693523
1749539,53.0,72.99889255983447,18.207273013693523
1749540,23.0,73.00977036264348,18.207273013693523
1749541,74.0,73.02064816545246,18.207273013693523
1749542,201.0,73.03152596826148,18.207273013693523
1749543,134.0,73.04240377107045,18.207273013693523
1749544,2.0,73.08591498230645,18.207273013693523
1749545,44.0,73.09679278511543,18.207273013693523
1749546,171.0,73.10767058792445,18.207273013693523
1749547,175.0,73.11854839073342,18.207273013693523
1749548,195.0,73.12942619354243,18.207273013693523
1749549,194.0,73.14030399635142,18.207273013693523
1749550,149.0,73.15118179916043,18.207273013693523
1749551,112.0,73.16205960196942,18.207273013693523
1749552,179.0,73.17293740477841,18.207273013693523
1749553,130.0,73.18381520758741,18.207273013693523
1750358,2.0,73.0560010245817,18.207273013693523
1750406,4.0,72.9880147570255,18.198133444409766
1750407,18.0,72.99889255983447,18.198133444409766
1750408,15.0,73.00977036264348,18.198133444409766
1750409,16.0,73.02064816545246,18.198133444409766
1750410,186.0,73.03152596826148,18.198133444409766
1750411,197.0,73.04240377107045,18.198133444409766
1750412,-3.0,73.08591498230645,18.198133444409766
1750413,125.0,73.09679278511543,18.198133444409766
1750414,221.0,73.10767058792445,18.198133444409766
1750415,259.0,73.11854839073342,18.198133444409766
1750416,206.0,73.12942619354243,18.198133444409766
1750417,230.0,73.14030399635142,18.198133444409766
1750418,243.0,73.15118179916043,18.198133444409766
1750419,194.0,73.16205960196942,18.198133444409766
1750420,178.0,73.17293740477841,18.198133444409766
1751229,152.0,73.18381520758741,18.193563477841458
1751266,2.0,72.99889255983449,18.188993390023654
1751267,8.0,73.00977036264347,18.188993390023654
1751268,11.0,73.02064816545247,18.188993390023654
1751269,75.0,73.03152596826146,18.188993390023654
1751270,108.0,73.04240377107047,18.188993390023654
1751271,3.0,73.06415937668847,18.188993390023654
1751272,1.0,73.07503717949744,18.188993390023654
1751273,144.0,73.09679278511544,18.188993390023654
1751274,218.0,73.10767058792443,18.188993390023654
1751275,219.0,73.11854839073344,18.188993390023654
1751276,201.0,73.12942619354243,18.188993390023654
1751277,269.0,73.14030399635142,18.188993390023654
1751278,277.0,73.15118179916041,18.188993390023654
1751279,247.0,73.16205960196942,18.188993390023654
1751280,198.0,73.17293740477841,18.188993390023654
1752143,14.0,72.99889255983447,18.17985285074395
1752144,3.0,73.00977036264348,18.17985285074395
1752145,26.0,73.02064816545246,18.17985285074395
1752146,34.0,73.03152596826148,18.17985285074395
1752147,27.0,73.04240377107045,18.17985285074395
1752148,140.0,73.09679278511543,18.17985285074395
1752149,194.0,73.10767058792445,18.17985285074395
1752150,222.0,73.11854839073342,18.17985285074395
1752151,149.0,73.12942619354243,18.17985285074395
1752152,255.0,73.14030399635142,18.17985285074395
1752153,257.0,73.15118179916043,18.17985285074395
1752154,196.0,73.16205960196942,18.17985285074395
1752155,183.0,73.17293740477841,18.17985285074395
1752156,186.0,73.18381520758741,18.17985285074395
